Line Number	Verse Reference	Word	Full Line
30242	ΕΣΔΡΑΣ Α 5:16	Ἁννὶς	\vs{16}Υἱοὶ Ἁννὶς, ἑκατὸν εἷς· υἱοὶ Ἀρὸμ, τριακονταδύο· υἱοὶ Βασσαὶ, τριακόσιοι εἰκοσιτρεῖς· υἱοὶ Ἀρσιφουρὶθ, ἑκατὸν δύο.
30242	ΕΣΔΡΑΣ Α 5:16	Ἀρσιφουρὶθ	\vs{16}Υἱοὶ Ἁννὶς, ἑκατὸν εἷς· υἱοὶ Ἀρὸμ, τριακονταδύο· υἱοὶ Βασσαὶ, τριακόσιοι εἰκοσιτρεῖς· υἱοὶ Ἀρσιφουρὶθ, ἑκατὸν δύο.
30248	ΕΣΔΡΑΣ Α 5:19	Καφείρας	\vs{19}Οἱ ἐκ Καριαθιρὶ, εἰκοσιπέντε· οἱ ἐκ Καφείρας, καὶ Βηρὼγ, ἑπτακόσιοι τεσσαρακοντατρεῖς.
30248	ΕΣΔΡΑΣ Α 5:19	Βηρὼγ	\vs{19}Οἱ ἐκ Καριαθιρὶ, εἰκοσιπέντε· οἱ ἐκ Καφείρας, καὶ Βηρὼγ, ἑπτακόσιοι τεσσαρακοντατρεῖς.
30252	ΕΣΔΡΑΣ Α 5:21	Βετολίῳ	\vs{21}Οἱ ἐκ Μακαλὼν, ἑκατὸν εἰκοσιδύο· οἱ ἐκ Βετολίῳ, πεντηκονταδύο· υἱοὶ Νιφὶς, ἑκατὸν πεντηκονταέξ.
30276	ΕΣΔΡΑΣ Α 5:33	Ἰειηλὶ	\vs{33}Υἱοὶ παίδων Σαλωμὼν, υἱοὶ Ἀσσαπφιὼθ, υἱοὶ Φαριρὰ, υἱοὶ Ἰειηλὶ, υἱοὶ Λοζὼν, υἱοὶ Ἰσδαὴλ, υἱοὶ Σαφυῒ,
30276	ΕΣΔΡΑΣ Α 5:33	Σαφυῒ	\vs{33}Υἱοὶ παίδων Σαλωμὼν, υἱοὶ Ἀσσαπφιὼθ, υἱοὶ Φαριρὰ, υἱοὶ Ἰειηλὶ, υἱοὶ Λοζὼν, υἱοὶ Ἰσδαὴλ, υἱοὶ Σαφυῒ,
30278	ΕΣΔΡΑΣ Α 5:34	Σαβιὴ	\vs{34}Υἱοὶ Ἁγιὰ, υἱοὶ Φακαρὲθ, υἱοὶ Σαβιὴ, υἱοὶ Σαρωθὶ, υἱοὶ Μισαίας, υἱοὶ Γὰς, υἱοὶ Ἀδδοὺς, υἱοὶ Σουβὰ, υἱοὶ Ἀφεῤῥὰ, υἱοὶ Βαρωδὶς, υἱοὶ Σαφὰγ, υἱοὶ Ἀλλώμ·
30278	ΕΣΔΡΑΣ Α 5:34	Σαρωθὶ	\vs{34}Υἱοὶ Ἁγιὰ, υἱοὶ Φακαρὲθ, υἱοὶ Σαβιὴ, υἱοὶ Σαρωθὶ, υἱοὶ Μισαίας, υἱοὶ Γὰς, υἱοὶ Ἀδδοὺς, υἱοὶ Σουβὰ, υἱοὶ Ἀφεῤῥὰ, υἱοὶ Βαρωδὶς, υἱοὶ Σαφὰγ, υἱοὶ Ἀλλώμ·
30278	ΕΣΔΡΑΣ Α 5:34	Μισαίας	\vs{34}Υἱοὶ Ἁγιὰ, υἱοὶ Φακαρὲθ, υἱοὶ Σαβιὴ, υἱοὶ Σαρωθὶ, υἱοὶ Μισαίας, υἱοὶ Γὰς, υἱοὶ Ἀδδοὺς, υἱοὶ Σουβὰ, υἱοὶ Ἀφεῤῥὰ, υἱοὶ Βαρωδὶς, υἱοὶ Σαφὰγ, υἱοὶ Ἀλλώμ·
30282	ΕΣΔΡΑΣ Α 5:36	Ἀλάρ	\vs{36}Οὗτοι ἀναβάντες ἀπὸ Θερμελὲθ, καὶ Θελερσὰς, ἡγούμενος αὐτῶν Χαρααθαλὰν, καὶ Ἀλάρ.
30283	ΕΣΔΡΑΣ Α 5:37	πεντη	\vs{37}Καὶ οὐκ ἠδύναντο ἀπαγγεῖλαι τὰς πατριὰς αὐτῶν καὶ γενεὰς, ὡς ἐκ τοῦ Ἰσραήλ εἰσιν· υἱοὶ Δαλὰν τοῦ υἱοῦ τοῦ Βαενὰν, υἱοὶ Νεκωδὰν, ἑξακόσιοι πεντη· κονταδύο.
30294	ΕΣΔΡΑΣ Α 5:44	ηὔξαντο	\vs{44}Καὶ ἐκ τῶν ἡγουμένων κατὰ τὰς πατριὰς ἐν τῷ παραγίνεσθαι αὐτούς εἰς τὸ ἱερὸν τοῦ Θεοῦ τὸ ἐν Ἱερουσαλὴμ, ηὔξαντο ἐγεῖραι τὸν οἶκον ἐπὶ τοὺ τοῦ τόπου αὐτοῦ κατὰ τὴν αὐτῶν δύναμιν,
30303	ΕΣΔΡΑΣ Α 5:51	ἐγάγοσαν	\vs{51}Καὶ ἐγάγοσαν τὴν τῆς σκηνοπηγίας ἑορτὴν, ὡς ἐπιτέτακται ἐν τῷ νόμῳ, καὶ θυσίας καθʼ ἡμέραν, ὡς προσῆκον ἦν·
30306	ΕΣΔΡΑΣ Α 5:53	ηὔξαντο	\vs{53}Καὶ ὅσοι ηὔξαντο εὐχὴν τῷ Θεῷ ἀπὸ τῆς νουμηνίας τοῦ ἑβδόμου μηνὸς, ἤρξαντο προσφέρειν θυσίας τῷ Θεῷ, καὶ ὁ ναὸς τοῦ Θεοῦ οὔπω ᾠκοδόμητο.
30327	ΕΣΔΡΑΣ Α 5:68	συνοικοδομήσωμεν	\vs{68}Καὶ προσελθόντες τῷ Ζοροβάβελ, καὶ Ἰησοῦ, καὶ τοῖς ἡγουμένοις τῶν πατριῶν, λέγουσιν αὐτοῖς, συνοικοδομήσωμεν ὑμῖν.
30402	ΕΣΔΡΑΣ Α 8:2	Ἀβισαῒ	\vs{2}τοῦ Σαδδούκου, τοῦ Ἀχιτὼβ, τοῦ Ἀμαρίου, τοῦ Ὀζίου, τοῦ Βοκκὰ, τοῦ Ἀβισαῒ, τοῦ Φινεὲς, τοῦ Ἐλεάζαρ, τοῦ Ἀαρὼν, τοῦ ἱερέως τοῦ πρώτου·
30444	ΕΣΔΡΑΣ Α 8:36	Σαλιμὼθ	\vs{36}Ἐκ τῶν υἱῶν Βανίας, Σαλιμὼθ Ἰωσαφίου, καὶ μετʼ αὐτοῦ ἄνδρες ἑξήκοντα καὶ ἑκατόν·
30448	ΕΣΔΡΑΣ Α 8:40	Βαγὼ	\vs{40}ἐκ τῶν υἱῶν Βαγὼ, Οὐθὶ ὁ τοῦ Ἱσταλκούρου, καὶ μετʼ αὐτοῦ ἄνδρες ἑβδομήκοντα.
30481	ΕΣΔΡΑΣ Α 8:66	ἐνενηκονταὲξ	\vs{66}κριοὺς ἐνενηκονταὲξ, ἄρνας ἑβδομηκονταδύο, τράγους ὑπὲρ σωτηρίου δώδεκα, ἅπαντα θυσίαν τῷ Κυρίῳ.
30539	ΕΣΔΡΑΣ Α 9:14	Θεωκανοῦ	\vs{14}Ἰωνάθας Ἀζαήλου, καὶ Ἐζεκίας Θεωκανοῦ ἐπεδέξαντο κατὰ ταῦτα· καὶ Μοσόλλαμος, καὶ Λευὶς, καὶ Σαββαταῖος συνεβράβευσαν αὐτοῖς.
30553	ΕΣΔΡΑΣ Α 9:25	Σαλοῦμος	\vs{25}Ἐκ τῶν θυρωρῶν, Σαλοῦμος, καὶ Τολβάνης.
30557	ΕΣΔΡΑΣ Α 9:28	Ζαμὼθ	\vs{28}Καὶ ἐκ τῶν υἱῶν Ζαμὼθ, Ἐλιαδὰς, Ἐλιάσιμος, Ὀθονίας, Ἰαριμὼθ, καὶ Σάβαθος, καὶ Ζεραλίας.
30560	ΕΣΔΡΑΣ Α 9:31	Μοοσίας	\vs{31}Καὶ ἐξ υἱῶν Ἀδδὶ, Νάαθος, καὶ Μοοσίας, Λακκοῦνος, καὶ Ναΐδος, Ματθανίας, καὶ Σεσθὴλ, καὶ Βαλνούος, καὶ Μανασσίας.
30563	ΕΣΔΡΑΣ Α 9:34	Ἐνάσιβος	\vs{34}Καὶ ἐκ τῶν υἱῶν Βαανὶ, Ἱερεμίας, Μομδίος, Ἰσμαῆρος, Ἰουὴλ, Μαβδαῒ, καὶ Πεδίας, καὶ Ἄνως, Ῥαβασίων, καὶ Ἐνάσιβος, καὶ Μαμνιτάναιμος, Ἐλίασις, Βαννοὺς, Ἐλιαλὶ, Σομεῒς, Σελεμίας, Ναθανίας· καὶ ἐκ τῶν υἱῶν Ἐζωρὰ, Σεσὶς, Ἐσρὶλ, Ἀζαῆλος, Σαματὸς, Ζαμβρὶ, Ἰώσηφος.
30563	ΕΣΔΡΑΣ Α 9:34	Σεσὶς	\vs{34}Καὶ ἐκ τῶν υἱῶν Βαανὶ, Ἱερεμίας, Μομδίος, Ἰσμαῆρος, Ἰουὴλ, Μαβδαῒ, καὶ Πεδίας, καὶ Ἄνως, Ῥαβασίων, καὶ Ἐνάσιβος, καὶ Μαμνιτάναιμος, Ἐλίασις, Βαννοὺς, Ἐλιαλὶ, Σομεῒς, Σελεμίας, Ναθανίας· καὶ ἐκ τῶν υἱῶν Ἐζωρὰ, Σεσὶς, Ἐσρὶλ, Ἀζαῆλος, Σαματὸς, Ζαμβρὶ, Ἰώσηφος.
30745	ΤΩΒΙΤ 6:12	ὑποστρέψομεν	\vs{12}Καὶ τὸ κοράσιον καλὸν καὶ φρόνιμόν ἐστι· καὶ νῦν ἄκουσόν μου, καὶ λαλήσω τῷ πατρὶ αὐτῆς, καὶ ὅταν ὑποστρέψομεν ἐκ Ῥαγῶν, ποιήσομεν τὸν γάμον· διότι ἐπίσταμαι Ῥαγουὴλ ὅτι οὐ μὴ δῷ αὐτὴν ἀνδρὶ ἑτέρῳ κατὰ τὸν νόμον Μωυσῇ, ἢ ὀφειλήσει θάνατον, ὅτι τὴν κληρονομίαν σοι καθήκει λαβεῖν, ἢ πάντα ἄνθρωπον.
30861	ΤΩΒΙΤ 12:3	ἀγήοχέ	\vs{3}ὅτι με ἀγήοχέ σοι ὑγιῆ, καὶ τὴν γυναῖκά μου ἐθεράπευσε, καὶ τὸ ἀργύριόν μου ἤνεγκε, καὶ σὲ ὁμοίως ἐθεράπευσε.
30946	ΙΟΥΔΙΘ 1:6	Εἰριὼχ	\vs{6}Καὶ συνήντησαν πρὸς αὐτὸν πάντες οἱ κατοικοῦντες τὴν ὀρεινὴν, καὶ πάντες οἱ κατοικοῦντες τὸν Εὐφράτην, καὶ τὸν Τίγριν, καὶ τὸν Ὑδάσπην, καὶ πεδίῳ Εἰριὼχ ὁ βασιλεὺς Ἐλυμαίων· καὶ συνῆλθον ἔθνη πολλὰ σφόδρα εἰς παράταξιν υἱῶν Χελεούλ.
30950	ΙΟΥΔΙΘ 1:9	Χελλοὺς	\vs{9}καὶ πάντας τοὺς ἐν Σαμαρείᾳ καὶ ταῖς πόλεσιν αὐτῆς, καὶ πέραν τοῦ Ἰορδάνου ἕως Ἱερουσαλὴμ, καὶ Βετὰνη, καὶ Χελλοὺς, καὶ Κάδης, καὶ τοῦ ποταμοῦ Αἰγύπτου, καὶ Ταφνὰς, καὶ Ῥαμεσσὴ,
30988	ΙΟΥΔΙΘ 2:21	Βαικτιλαὶθ	\vs{21}Καὶ ἀπῆλθον ἐκ Νινευὴ ὁδὸν τριῶν ἡμερῶν ἐπὶ πρόσωπον τοῦ πεδίου Βαικτιλαὶθ, καὶ ἐπεστρατοπέδευσεν ἀπὸ Βαικτιλαὶθ πλησίον τοῦ ὄρους τοῦ ἐπʼ ἀριστερᾷ τῆς ἄνω Κιλικίας.
30988	ΙΟΥΔΙΘ 2:21	Βαικτιλαὶθ	\vs{21}Καὶ ἀπῆλθον ἐκ Νινευὴ ὁδὸν τριῶν ἡμερῶν ἐπὶ πρόσωπον τοῦ πεδίου Βαικτιλαὶθ, καὶ ἐπεστρατοπέδευσεν ἀπὸ Βαικτιλαὶθ πλησίον τοῦ ὄρους τοῦ ἐπʼ ἀριστερᾷ τῆς ἄνω Κιλικίας.
30990	ΙΟΥΔΙΘ 2:23	Χελλαίων	\vs{23}Καὶ διέκοψε τὸ Φοὺδ καὶ Λοὺδ, καὶ ἐπρονόμευσαν πάντας υἱοὺς Ῥασσὶς, καὶ υἱοὺς Ἰσμαὴλ τοὺς κατὰ πρόσωπον τῆς ἐρήμου πρὸς Νότον τῆς Χελλαίων.
31020	ΙΟΥΔΙΘ 4:4	Βελμὲν	\vs{4}καὶ ἀπέστειλαν εἰς πᾶν ὅριον Σαμαρείας, καὶ Κωνὰς, καὶ Βαιθωρὼν, καὶ Βελμὲν, καὶ Ἱεριχὼ, καὶ εἰς Χωβὰ, καὶ Αἰσωρὰ, καὶ τὸν αὐλῶνα Σαλὴμ,
31023	ΙΟΥΔΙΘ 4:6	Βετομεσθαὶμ	\vs{6}Καὶ ἔγραψεν Ἰωακὶμ ὁ ἱερεὺς ὁ μέγας, ὃς ἦν ἐν ταῖς ἡμέραις ἐκείναις ἐν Ἱερουσαλὴμ, τοῖς κατοικοῦσι Βετυλούα, καὶ Βετομεσθαὶμ, ἥ ἐστιν ἀπέναντι Ἐσδρηλὼν, κατὰ πρόσωπον τοῦ πεδίου τοῦ πλησίον Δωθαῒμ,
31027	ΙΟΥΔΙΘ 4:9	ἐκτενίᾳ	\vs{9}Καὶ ἀνεβόησαν πᾶς ἀνὴρ Ἰσραὴλ πρὸς τὸν Θεὸν ἐν ἐκτενίᾳ μεγάλῃ, καὶ ἐταπεινοῦσαν τὰς ψυχὰς αὐτῶν ἐν ἐκτενίᾳ μεγάλῃ,
31027	ΙΟΥΔΙΘ 4:9	ἐκτενίᾳ	\vs{9}Καὶ ἀνεβόησαν πᾶς ἀνὴρ Ἰσραὴλ πρὸς τὸν Θεὸν ἐν ἐκτενίᾳ μεγάλῃ, καὶ ἐταπεινοῦσαν τὰς ψυχὰς αὐτῶν ἐν ἐκτενίᾳ μεγάλῃ,
31039	ΙΟΥΔΙΘ 5:1	ἀνηγγέλλη	Καὶ ἀνηγγέλλη Ὀλοφέρνῃ ἀρχιστρατήγῳ δυνάμεως Ἀσσοὺρ, διότι οἱ υἱοὶ Ἰσραὴλ παρεσκευάσαντο εἰς πόλεμον, καὶ τὰς διόδους τῆς ὀρεινῆς συνέκλεισαν, καὶ ἐτείχισαν πᾶσαν κορυφὴν ὄρους ὑψηλοῦ, καὶ ἔθηκαν ἐν τοῖς πεδίοις σκάνδαλα.
31096	ΙΟΥΔΙΘ 6:19	ὑπερηφανείας	\vs{19}κύριε ὁ Θεὸς τοῦ οὐρανοῦ, κάτιδε ἐπὶ τὰς ὑπερηφανείας αὐτῶν, καὶ ἐλέησον τὴν ταπείνωσιν τοῦ γένους ἡμῶν, καὶ ἐπίβλεψον ἐπὶ τὸ πρόσωπον τῶν ἡγιασμένων σοι ἐν τῇ ἡμέρᾳ ταύτῃ.
31127	ΙΟΥΔΙΘ 7:20	τριακοντατέσσαρας	\vs{20}Καὶ ἔμεινε κύκλῳ αὐτῶν πᾶσα παρεμβολὴ Ἀσσοὺρ, οἱ πεζοὶ καὶ τὰ ἅρματα καὶ οἱ ἱππεῖς αὐτῶν, ἡμέρας τριακοντατέσσαρας· καὶ ἐξέλιπε πάντας τοὺς κατοικοῦντας Βετυλούα πάντα τὰ ἀγγεῖα αὐτῶν τῶν ὑδάτων.
31243	ΙΟΥΔΙΘ 10:21	κωνωπείῳ	\vs{21}Καὶ ἦν Ὀλοφέρνης ἀναπαυόμενος ἐπὶ τῆς κλίνης αὐτοῦ ἐν τῷ κωνωπείῳ, ὃ ἦν ἐκ πορφύρας καὶ χρυσίου καὶ σμαράγδου καὶ λίθων πολυτελῶν καθυφασμένων.
31284	ΙΟΥΔΙΘ 12:4	δαπανήσι	\vs{4}Καὶ εἶπεν Ἰουδὶθ πρὸς αὐτὸν, ζῇ ἡ ψυχη σου, κύριέ μου, ὅτι οὐ δαπανήσι ἡ δούλη σου τὰ ὄντα μετʼ ἐμοῦ, ἕως ἂν ποιήσῃ Κὺριος ἐν χειρί μου ἃ ἐβουλεύσατο.
31323	ΙΟΥΔΙΘ 13:9	κωνωπεῖον	\vs{9}καὶ ἀπεκύλισε τὸ σῶμα αὐτοῦ ἀπὸ τῆς στρωμνῆς, καὶ ἀφεῖλε τὸ κωνωπεῖον ἀπὸ τῶν στύλων· καὶ μετʼ ὀλίγον ἐξῆλθε, καὶ παρέδωκε τῇ ἅβρᾳ αὐτῆς τὴν κεφαλὴν Ὀλοφέρνου.
31332	ΙΟΥΔΙΘ 13:15	κωνωπεῖον	\vs{15}Καὶ προελοῦσα τὴν κεφαλὴν ἐκ τῆς πήρας, ἔδειξε, καὶ εἶπεν αὐτοῖς, ἰδοὺ ἡ κεφαλὴ Ὀλοφέρνου ἀρχιστρατήγου δυνάμεως Ἀσσοὺρ, καὶ ἰδοὺ τὸ κωνωπεῖον ἐν ᾧ κατέκειτο ἐν ταῖς μέθαις αὐτοῦ, καὶ ἐπάταξεν αὐτὸν ὁ Κύριος ἐν χειρὶ θηλείας.
31419	ΙΟΥΔΙΘ 16:19	κωνωπεῖον	\vs{19}Καὶ ἀνέθηκεν Ἰουδὶθ πάντα τὰ σκεύη Ὀλοφέρνου ὅσα ἔδωκεν ὁ λαὸς αὐτῇ, καὶ τὸ κωνωπεῖον ὃ ἔλαβεν αὕτς ἐκ τοῦ κοιτῶνος αὐτοῦ, εἰς ἀνάθημα τῷ Θεῷ ἔδωκε.
31459	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 2:2	ἐγεννήθημεν	\vs{2}Ὅτι αὐτοσχεδίως ἐγεννήθημεν, καὶ μετὰ τοῦτο ἐσόμεθα ὡς οὐχ ὑπάρξαντες, ὅτι καπνὸς ἡ πνοὴ ἐν ῥισὶν ἡμῶν, καὶ ὁ λόγος σπινθὴρ ἐν κινήσει καρδίας ἡμῶν,
31577	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 6:2	γεγαυρομένοι	\vs{2}Ἐνωτίσασθε οἱ κρατοῦντες πλήθους, καὶ γεγαυρομένοι ἐπὶ ὄχλοις ἐθνῶν.
31653	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 8:6	τεχνίτης	\vs{6}Εἰ δὲ φρόνησις ἐργάζεται, τίς αὐτῆς τῶν ὄντων μᾶλλόν ἐστι τεχνίτης;
31732	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 11:6	ἀεννάου	\vs{6}Ἀντὶ μὲν πηγῆς ἀεννάου ποταμοῦ αἵματι λυθρώδει ταραχθέντες
31767	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 12:8	καταβραχὺ	\vs{8}Ἀλλὰ καὶ τούτων ὡς ἀνθρώπων ἐφείσω, ἀπέστειλάς τε προδρόμους τοῦ στρατοπέδου σου σφῆκας, ἵνα αὐτοὺς καταβραχὺ ἐξολοθρεύσωσιν.
31769	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 12:10	καταβραχὺ	\vs{10}κρίνων δὲ καταβραχὺ ἐδίδους τόπον μετανοίας, οὐκ ἀγνοῶν, ὅτι πονηρὰ ἡ γένεσις αὐτῶν, καὶ ἔμφυτος ἡ κακία αὐτῶν, καὶ ὅτι οὐ μὴ ἀλλαγῇ ὁ λογισμὸς αὐτῶν εἰς τὸν αἰῶνα·
31783	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 12:22	προσδοκῶμει	\vs{22}Ἡμᾶς οὖν παιδεύων, τοὺς ἐχθροὺς ἡμῶν ἐν μυριότητι μαστιγοῖς, ἵνα σου τὴν ἀγαθότητα μεριμνῶμεν κρίνοντες, κρινόμενοι δὲ προσδοκῶμει ἔλεος.
31792	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 13:1	ὁρομένων	Μάταιοι μὲν γὰρ πάντες ἄνθρωποι φύσει, οἷς παρῆν Θεοῦ ἀγνωσία, καὶ ἐκ τῶν ὁρομένων ἀγαθῶν οὐκ ἴσχυσαν εἰδέναι τὸν ὄντα, οὔτε τοῖς ἔργοις προσχόντες ἐπέγνωσαν τὸν τεχνίτην.
31817	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 14:2	τεχνίτης	\vs{2}Ἐκεῖνο μὲν γὰρ ὄρεξις πορισμῶν ἐπενόησε, τεχνίτης δὲ σοφίᾳ κατεσκεύασεν·
31825	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 14:8	εἰργάζετο	\vs{8}Τὸ χειροποίητον δέ ἐπικατάρατον αὐτὸ, καὶ ὁ ποιήσας αὐτὸ, ὅτι ὁ μὲν εἰργάζετο, τὸ δὲ φθαρτὸν θεὸς ὠνομάσθη.
31863	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 15:8	γεννηθεὶς	\vs{8}Καὶ κακόμοχθος θεὸν μάταιον ἐκ τοῦ αὐτοῦ πλάσσει πηλοῦ, ὃς πρὸ μικροῦ ἐκ γῆς γεννηθεὶς μετʼ ὀλίγον πορεύεται ἐξ ἧς ἐλήφθη, τὸ τῆς ψυχῆς ἀπαιτηθεὶς χρέος.
31868	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 15:12	πανεγυρισμὸν	\vs{12}Ἀλλʼ ἐλογίσαντο παίγνιον εἶναι τὴν ζωὴν ἡμῶν, καὶ τὸν βίον πανεγυρισμὸν ἐπικερδῆ· δεῖν γάρ φησιν ὅθεν δὴ κᾂν ἐκ κακοῦ πορίζειν.
31879	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 16:1	κνωδάλον	Διὰ τοῦτο διʼ ὁμοίων ἐκολάσθησαν ἀξίως, καὶ διὰ πλήθους κνωδάλον ἐβασανίσθησαν.
31935	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 17:16	δήποτ	\vs{16}Εἶθʼ οὕτως, ὃς δήποτʼ οὖν ἦν ἐκεῖ καταπίπτων, ἐφρουρεῖτο εἰς τὴν ἀσίδηρον εἱρκτὴν κατακλεισθείς.
31960	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 18:13	φαρμακίας	\vs{13}Πάντα γὰρ ἀπιστοῦντες διὰ τὰς φαρμακίας, ἐπὶ τῷ τῶν πρωτοτόκων ὀλέθρῳ, ὡμολόγησαν Θεοῦ υἱὸν λαὸν εἶναι.
31980	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 19:4	προαναπληρώσωσιν	\vs{4}Εἷλκε γὰρ αὐτοὺς ἡ ἀξία ἐπὶ τοῦτο τὸ πέρας ἀνάγκη, καὶ τῶν συμβεβηκότων ἀμνηστίαν ἐνέβαλεν, ἵνα τὴν λείπουσαν ταῖς βασάνοις προαναπληρώσωσιν κόλασιν·
31985	ΣΟΦΙΑ ΣΑΛΩΜΩΝ 19:8	πανεθνὶ	\vs{8}διʼ οὗ πανεθνὶ διῆλθον οἱ τῇ σῇ σκεπαζόμενοι χειρί, θεωρήσαντες θαυμαστὰ τέρατα.
32364	ΣΟΦΙΑ ΣΕΙΡΑΧ 11:19	φάγωμαι	\vs{19}Ἐν τῷ εἰπεῖν αὐτὸν, εὗρον ἀνάπαυσιν, καὶ νῦν φάγωμαι ἐκ τῶν ἀγαθῶν μου, καὶ οὐκ οἶδε τίς καιρὸς παρελεύσεται, καὶ καταλείψει αὐτὰ ἑτέροις, καὶ ἀποθανεῖται.
32374	ΣΟΦΙΑ ΣΕΙΡΑΧ 11:28	αὐτῶυ	\vs{28}Πρὸ τελευτῆς μὴ μακάριζε μηδένα, καὶ ἐν τέκνοις αὐτῶυ γνωσθήσεται ἀνήρ.
32385	ΣΟΦΙΑ ΣΕΙΡΑΧ 12:2	Εὐποίησον	\vs{2}Εὐποίησον εὐσεβεῖ, καὶ εὑρήσεις ἀνταπόδομα, καὶ εἰ μὴ παρʼ αὐτοῦ, ἀλλὰ παρὰ ὑψίστου.
32388	ΣΟΦΙΑ ΣΕΙΡΑΧ 12:5	Εὐποίησον	\vs{5}Εὐποίησον τῷ ταπεινῷ, καὶ μὴ δῷς ἀσεβεῖ· ἐμπόδισον τοὺς ἄρτους αὐτοῦ, καὶ μὴ δῷς αὐτῷ ἵνα μὴ ἐν αὐτοῖς σε δυναστεύσῃ· διπλάσια γὰρ κακὰ εὑρήσεις ἐν πᾶσιν ἀγαθοῖς οἷς ἂν ποιήσῃς αὐτῷ.
32418	ΣΟΦΙΑ ΣΕΙΡΑΧ 13:11	εἰσηγορεῖσθαι	\vs{11}Μὴ ἔπεχε εἰσηγορεῖσθαι μετʼ αὐτοῦ, καὶ μὴ πίστευε τοῖς πλείοσι λόγοις αὐτοῦ· ἐκ πολλῆς γὰρ λαλιᾶς πειράσει σε, καὶ ὡς προσγελῶν ἐξετάσει.
32445	ΣΟΦΙΑ ΣΕΙΡΑΧ 14:7	εὐποιῇ	\vs{7}κᾂν εὐποιῇ, ἐν λήθῃ ποιεῖ, καὶ ἐπʼ ἐσχάτων ἐκφαίνει τὴν κακίαν αὐτοῦ.
32450	ΣΟΦΙΑ ΣΕΙΡΑΧ 14:11	εὐποίει	\vs{11}Τέκνον, καθὼς ἐὰν ἔχεις εὐποίει σεαυτόν, καὶ προσφορὰς Κυρίῳ ἀξίως πρόσαγε.
32452	ΣΟΦΙΑ ΣΕΙΡΑΧ 14:13	εὐποίει	\vs{13}Πρίν σε τελευτῆσαι εὐποίει φίλῳ, καὶ κατὰ τὴν ἰσχύν σου ἔκτεινον καὶ δὸς αὐτῷ.
32631	ΣΟΦΙΑ ΣΕΙΡΑΧ 19:27	Συγκύφων	\vs{27}Συγκύφων πρόσωπον καὶ ἑτεροκωφῶν, ὅπου οὐκ ἐπεγνώσθη, προφθάσει σε.
32671	ΣΟΦΙΑ ΣΕΙΡΑΧ 20:28	θημωνίαν	\vs{28}Ὁ ἐργαζόμενος γῆν ἀνυψώσει θημωνίαν αὐτοῦ, καὶ ὁ ἀρέσκων μεγιστᾶσιν ἐξιλάσεται ἀδικίαν.
32732	ΣΟΦΙΑ ΣΕΙΡΑΧ 22:21	ἀπελπίσῃς	\vs{21}Ἐπὶ φίλον ἐὰν σπάσῃς ῥομφαίαν, μὴ ἀπελπίσῃς, ἔστι γὰρ ἐπάνοδος.
32819	ΣΟΦΙΑ ΣΕΙΡΑΧ 25:1	συπεριφερόμενοι	Ἐν τρισὶν ὡραΐσθην, καὶ ἀνέστην ὡραία ἔναντι Κυρίου καὶ ἀνθρώπων· ὁμόνοια ἀδελφῶν, καὶ φιλία τῶν πλησίον, καὶ γυνὴ καὶ ἀνὴρ ἑαυτοῖς συπεριφερόμενοι.
32823	ΣΟΦΙΑ ΣΕΙΡΑΧ 25:3	συναγήοχας	\vs{3}Ἐν νεότητι οὐ συναγήοχας, καὶ πῶς ἂν εὕροις ἐν τῷ γήρᾳ σου;
32849	ΣΟΦΙΑ ΣΕΙΡΑΧ 25:25	πωνηρᾷ	\vs{25}Μὴ δῷς ὕδατι διέξοδον, μηδὲ γυναικὶ πωνηρᾷ ἐξουσίαν.
32900	ΣΟΦΙΑ ΣΕΙΡΑΧ 27:21	ἀπήλπισε	\vs{21}Ὅτι θραῦσμά ἐστι καταδῆσαι, καὶ λοιδορίας ἐστὶ διαλλαγή· ὁ δὲ ἀποκαλύψας μυστήρια ἀπήλπισε.
32922	ΣΟΦΙΑ ΣΕΙΡΑΧ 28:9	ἐμβάλλει	\vs{9}Καὶ ἀνὴρ ἁμαρτωλὸς ταράξει φίλους, καὶ ἀναμέσον εἰρηνευόντων ἐμβάλλει διαβολήν.
32973	ΣΟΦΙΑ ΣΕΙΡΑΧ 29:26	εἴτι	\vs{26}πάρελθε πάροικε, κόσμησον τράπεζαν, καὶ εἴτι ἐν τῇ χειρί σου ψώμισόν με·
