Line Number	Verse Reference	Word	Is Name?	Is Number?	Likely Typo?	Closest Match	Similarity	Verse Match?	Area Match?	Legitimate Variation?	Full Line
1986	ΕΞΟΔΟΣ 7:7	ὀγδοήκοντατριῶν	No	Yes	No	ὀγδοήκοντα τριῶν	1.00	Yes	No	Yes	\vs{7}Μωυσῆς δὲ ἦν ἐτῶν ὀγδοήκοντα, Ἀαρὼν δὲ ὁ ἀδελφὸς αὐτοῦ ἐτῶν ὀγδοήκοντατριῶν, ἡνίκα ἐλάλησεν πρὸς Φαραώ.
2204	ΕΞΟΔΟΣ 13:20	Ὀθὼμ	Yes	No	No	οθομ	1.00	Yes	No	Yes	\vs{20}Ἐξάραντες δὲ οἱ υἱοὶ Ἰσραὴλ ἐκ Σοκχὼθ, ἐστρατοπέδευσαν ἐν Ὀθὼμ παρὰ τὴν ἔρημον.
2513	ΕΞΟΔΟΣ 23:16	πρωτογεννημάτων	No	Yes	No	πρωτογενημάτων	1.00	Yes	No	Yes	\vs{16}Καὶ ἑορτὴν θερισμοῦ πρωτογεννημάτων ποιήσεις τῶν ἔργων σου, ὧν ἐὰν σπείρῃς ἐν τῷ ἀγρῷ σου, καὶ ἑορτὴν συντελείας ἐπʼ ἐξόδου τοῦ ἐνιαυτοῦ ἐν τῇ συναγωγῇ τῶν ἔργων σου τῶν ἐκ τοῦ ἀγροῦ σου.
2563	ΕΞΟΔΟΣ 25:10	πήχεως	No	No	No	πήχεος	1.00	Yes	No	Yes	\vs{10}Καὶ ποιήσεις κιβωτὸν μαρτυρίου ἐκ ξύλων ἀσήπτων, δύο πήχεων καὶ ἡμίσους τὸ μῆκος, καὶ πήχεος καὶ ἡμίσους τὸ πλάτος, καὶ πήχεως καὶ ἡμίσους τὸ ὕψος.
2570	ΕΞΟΔΟΣ 25:17	πήχεως	No	No	No	πήχεος	1.00	Yes	No	Yes	\vs{17}Καὶ ποιήσεις ἱλαστήριον ἐπίθεμα χρυσίου καθαροῦ, δύο πήχεων καὶ ἡμίσους τὸ μῆκος, καὶ πήχεως καὶ ἡμίσους τὸ πλάτος.
2576	ΕΞΟΔΟΣ 25:23	πήχεως	No	No	No	πήχεος	1.00	Yes	No	Yes	\vs{23}Καὶ ποιήσεις τράπεζαν χρυσῆν χρυσίου καθαροῦ, δύο πήχεων τὸ μῆκος, καὶ πήχεως τὸ εὖρος, καὶ πήχεως καὶ ἡμίσους τὸ ὕψος.
2576	ΕΞΟΔΟΣ 25:23	πήχεως	No	No	No	πήχεος	1.00	Yes	No	Yes	\vs{23}Καὶ ποιήσεις τράπεζαν χρυσῆν χρυσίου καθαροῦ, δύο πήχεων τὸ μῆκος, καὶ πήχεως τὸ εὖρος, καὶ πήχεως καὶ ἡμίσους τὸ ὕψος.
2584	ΕΞΟΔΟΣ 25:30	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{30}Καὶ ἐπιθήσεις ἐπὶ τὴν τράπεζαν ἄρτους ἐνωπίους ἐναντίον μου διαπαντός.
2607	ΕΞΟΔΟΣ 26:10	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{10}Καὶ ποιήσεις ἀγκύλας πεντήκοντα ἐπὶ τοῦ χείλους τῆς δέῤῥεως τῆς μιᾶς, τῆς ἀναμέσον κατὰ συμβολήν· καὶ πεντήκοντα ἀγκύλας ποιήσεις ἐπὶ τοῦ χείλους τῆς δέῤῥεως, τῆς συναπτούσης τῆς δευτέρας.
2615	ΕΞΟΔΟΣ 26:16	πήχεως	No	No	No	πήχεος	1.00	Yes	No	Yes	\vs{16}Δέκα πήχεων ποιήσεις τὸν στύλον τὸν ἕνα, καὶ πήχεως ἑνὸς καὶ ἡμίσους τὸ πλάτος τοῦ στύλου τοῦ ἑνός.
2627	ΕΞΟΔΟΣ 26:28	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{28}Καὶ ὁ μοχλὸς ὁ μέσος ἀναμέσον τῶν στύλων διϊκνείσθω ἀπὸ τοῦ ἑνὸς κλίτους εἰς τὸ ἕτερον κλίτος.
2633	ΕΞΟΔΟΣ 26:33	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{33}Καὶ θήσεις τὸ καταπέτασμα ἐπὶ τῶν στύλων· καὶ εἰσοίσεις ἐκεῖ ἐσώτερον τοῦ καταπετάσματος τὴν κιβωτὸν τοῦ μαρτυρίου· καὶ διοριεῖ τὸ καταπέτασμα ὑμῖν ἀναμέσον τοῦ ἁγίου καὶ ἀναμέσον τοῦ ἁγίου τῶν ἁγίων.
2633	ΕΞΟΔΟΣ 26:33	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{33}Καὶ θήσεις τὸ καταπέτασμα ἐπὶ τῶν στύλων· καὶ εἰσοίσεις ἐκεῖ ἐσώτερον τοῦ καταπετάσματος τὴν κιβωτὸν τοῦ μαρτυρίου· καὶ διοριεῖ τὸ καταπέτασμα ὑμῖν ἀναμέσον τοῦ ἁγίου καὶ ἀναμέσον τοῦ ἁγίου τῶν ἁγίων.
2654	ΕΞΟΔΟΣ 27:15	δεκαπέντε	No	Yes	No	δέκα πέντε	1.00	Yes	No	Yes	\vs{15}Καὶ τὸ κλίτος τὸ δεύτερον δεκαπέντε πήχεων τῶν ἱστίων τὸ ὕψος· στύλοι αὐτῶν τρεῖς, καὶ αἱ βάσεις αὐτῶν τρεῖς.
2660	ΕΞΟΔΟΣ 27:20	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{20}Καὶ σὺ σύνταξον τοῖς υἱοῖς Ἰσραὴλ, καὶ λαβέτωσάν σοι ἔλαιον ἐξ ἐλαιῶν ἀτρυγον καθαρὸν κεκομμένον εἰς φῶς καῦσαι, ἵνα καίηται λύχνος διαπαντός
2685	ΕΞΟΔΟΣ 28:21	δεκαδύο	No	Yes	No	δέκα δύο	1.00	Yes	No	Yes	\vs{21}Καὶ οἱ λίθοι ἔστωσαν ἐκ τῶν ὀνομάτων τῶν υἱῶν Ἰσραὴλ δεκαδύο κατὰ τὰ ὀνόματα αὐτῶν· γλυφαὶ σφραγίδων, ἕκαστος κατὰ τὸ ὄνομα ἔστωσαν εἰς δεκαδύο φυλάς.
2685	ΕΞΟΔΟΣ 28:21	δεκαδύο	No	Yes	No	δέκα δύο	1.00	Yes	No	Yes	\vs{21}Καὶ οἱ λίθοι ἔστωσαν ἐκ τῶν ὀνομάτων τῶν υἱῶν Ἰσραὴλ δεκαδύο κατὰ τὰ ὀνόματα αὐτῶν· γλυφαὶ σφραγίδων, ἕκαστος κατὰ τὸ ὄνομα ἔστωσαν εἰς δεκαδύο φυλάς.
2689	ΕΞΟΔΟΣ 28:30	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{30}Καὶ ἐπιθήσεις ἐπὶ τὸ λογεῖον τῆς κρίσεως τὴν δήλωσιν καὶ τὴν ἀλήθειαν· καὶ ἔσται ἐπὶ τοῦ στήθους Ἀαρὼν, ὃταν εἰσπορεύεται εἰς τὸ ἅγιον ἔναντὶ Κυρίου· καὶ οἴσει Ἀαρὼν τὰς κρίσεις τῶν υἱῶν Ἰσραὴλ ἐπὶ τοῦ στήθους ἔναντι Κυρίου διαπαντός.
2692	ΕΞΟΔΟΣ 28:33	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{33}Καὶ ποιήσεις ὑπὸ τὸ λῶμα τοῦ ὑποδύτου κάτωθεν, ὡσεὶ ἐξανθούσης ῥόας ῥοΐσκους ἐξ ὑακίνθου, καὶ πορφύρας, καὶ κοκκίνου διανενησμένου, καὶ βύσσου κεκλωσμένης, ὑπὸ τοῦ λώματος τοῦ ὑποδύτου κύκλῳ· τὸ αὐτὸ εἶδος ῥοΐσκους χρυσοῦς, καὶ κώδωνας ἀναμέσον τούτων περικύκλῳ.
2697	ΕΞΟΔΟΣ 28:38	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{38}Καὶ ἔσται ἐπὶ τοῦ μετώπου Ἀαρών· καὶ ἐξαρεῖ Ἀαρὼν τὰ ἁμαρτήματα τῶν ἁγίων, ὅσα ἂν ἁγιάσωσιν οἱ υἱοὶ Ἰσραὴλ παντὸς δόματος τῶν ἁγίων αὐτῶν· καὶ ἔσται ἐπὶ τοῦ μετώπου Ἀαρὼν διαπαντὸς δεκτὸν αὐτοῖς ἔναντι Κυρίου.
2765	ΕΞΟΔΟΣ 30:8	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{8}Καὶ ὅταν ἐξάπτῃ Ἀαρὼν τοὺς λύχνους ὀψὲ, θυμιάσει ἐπʼ αὐτοῦ. θυμίαμα ἐνδελεχισμοῦ διαπαντὸς ἔναντι Κυρίου εἰς γενεὰς αὐτῶν.
2871	ΕΞΟΔΟΣ 33:11	εἴτις	No	No	No	εἴ τις	1.00	Yes	No	Yes	\vs{11}Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, ἐνώπιος ἐνωπίῳ, ὡς εἴτις λαλήσει πρὸς τὸν ἑαυτοῦ φίλον· καὶ ἀπελύετο εἰς τὴν παρεμβολήν· ὁ δὲ θεράπων Ἰησοῦς υἱὸς Ναυὴ νέος οὐκ ἐξεπορεύετο ἐκ τῆς σκηνῆς.
2914	ΕΞΟΔΟΣ 34:26	πρωτογεννήματα	No	Yes	No	πρωτογενήματα	1.00	Yes	No	Yes	\vs{26}Τὰ πρωτογεννήματα τῆς γῆς σου θήσεις εἰς τὸν οἶκον Κυρίου τοῦ Θεοῦ σου· οὐχ ἑψήσεις ἄρνα ἐν γάλακτι μητρὸς αὐτοῦ.
2966	ΕΞΟΔΟΣ 36:4	εἰργάζοντο	No	No	No	ἠργάζοντο	1.00	Yes	No	Yes	\vs{4}Καὶ παρεγίνοντο πάντες οἱ σοφοὶ οἱ ποιοῦντες τὰ ἔργα τοῦ ἁγίου, ἕκαστος κατὰ τὸ αὐτοῦ ἔργον, ὃ εἰργάζοντο αὐτοί.
3008	ΕΞΟΔΟΣ 37:5	ὑφαντὸντοῦ	No	No	No	ὑφαντὸν τοῦ	1.00	Yes	No	Yes	\vs{5}καὶ ἐποίησαν τὸ καταπέτασμα τῆς θύρας τῆς σκηνῆς τοῦ μαρτυρίου ἐξ ὑακίνθου, καὶ πορφύρας, καὶ κοκκίνου νενησμένου, καὶ βύσσου κεκλωσμένης, ἔργον ὑφαντὸντοῦ χερουβείμ·
3015	ΕΞΟΔΟΣ 37:11	πεντεαίδεκα	No	Yes	Yes	πεντεκαίδεκα	0.96	No	Yes	No	\vs{11}Καὶ τὸ κλίτος τὸ πρὸς ἀνατολὰς πεντήκοντα πήχεων ἱστία, πεντεαίδεκα πήχεων τὸ κατὰ νώτου·
3060	ΕΞΟΔΟΣ 39:2	ἑβδομηκονταπέντε	No	Yes	No	ἑβδομήκοντα πέντε	1.00	Yes	No	Yes	\vs{2}Καὶ ἀργυρίου ἀφαίρεμα παρὰ τῶν ἐπεσκεμμένων ἀνδρῶν τῆς συναγωγῆς ἑκατὸν τάλαντα, καὶ χίλιοι ἑπτακόσιοι ἑβδομηκονταπέντε σίκλοι· δραχμὴ μία τῇ κεφαλῇ τὸ ἥμισυ τοῦ σίκλου, κατὰ τὸν σίκλον τὸν ἅγιον·
3158	ΛΕΥΙΤΙΚΟΝ 2:14	πρωτογεννημάτων	No	Yes	No	πρωτογενημάτων	1.00	Yes	No	Yes	\vs{14}Ἐὰν δὲ προσφέρῃς θυσίαν πρωτογεννημάτων τῷ Κυρίῳ, νέα πεφρυγμένα χίδρα ἐρικτὰ τῷ Κυρίῳ· καὶ προσοίσεις τὴν θυσίαν τῶν πρωτογεννημάτων.
3158	ΛΕΥΙΤΙΚΟΝ 2:14	πρωτογεννημάτων	No	Yes	No	πρωτογενημάτων	1.00	Yes	No	Yes	\vs{14}Ἐὰν δὲ προσφέρῃς θυσίαν πρωτογεννημάτων τῷ Κυρίῳ, νέα πεφρυγμένα χίδρα ἐρικτὰ τῷ Κυρίῳ· καὶ προσοίσεις τὴν θυσίαν τῶν πρωτογεννημάτων.
3256	ΛΕΥΙΤΙΚΟΝ 6:2	τοπρωῒ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{2}ἔντειλαι τῷ Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ, λέγων, οὗτος ὁ νόμος τῆς ὁλοκαυτώσεως· αὕτη ἡ ὁλοκαύτωσις ἐπὶ τῆς καύσεως αὐτῆς ἐπὶ τοῦ θυσιαστηρίου ὅλην τὴν νύκτα ἕως τοπρωῒ, καὶ τὸ πῦρ τοῦ θυσιαστηρίου καυθήσεται ἐπʼ αὐτοῦ, οὐ σβεσθήσεται.
3259	ΛΕΥΙΤΙΚΟΝ 6:5	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{5}Καὶ πῦρ ἐπὶ τὸ θυσιαστήριον καυθήσεται ἀπʼ αὐτοῦ, καὶ οὐ σβεσθήσεται· καὶ καύσει ἐπʼ αὐτοῦ ὁ ἱερεὺς ξύλα τοπρωῒ πρωῒ, καὶ στοιβάσει ἐπʼ αὐτοῦ τὴν ὁλοκαύτωσιν, καὶ ἐπιθήσει ἐπʼ αὐτὸ τὸ στέαρ τοῦ σωτηρίου.
3260	ΛΕΥΙΤΙΚΟΝ 6:6	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{6}Καὶ πῦρ διαπαντὸς καυθήσεται ἐπὶ τὸ θυσιαστήριον, οὐ σβεσθήσεται.
3268	ΛΕΥΙΤΙΚΟΝ 6:13	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{13}τοῦτο τὸ δῶρον Ἀαρὼν καὶ τῶν υἱῶν αὐτοῦ, ὃ προσοίσουσι Κυρίῳ ἐν τῇ ἡμέρᾳ, ᾗ ἂν χρίσῃς αὐτόν· τὸ δέκατον τοῦ οἰφὶ σεμιδάλεως εἰς θυσίαν διαπαντὸς, τὸ ἥμισυ αὐτῆς τὸπρωῒ, καὶ τὸ ἥμισυ αὐτῆς τοδειλινόν.
3268	ΛΕΥΙΤΙΚΟΝ 6:13	τὸπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{13}τοῦτο τὸ δῶρον Ἀαρὼν καὶ τῶν υἱῶν αὐτοῦ, ὃ προσοίσουσι Κυρίῳ ἐν τῇ ἡμέρᾳ, ᾗ ἂν χρίσῃς αὐτόν· τὸ δέκατον τοῦ οἰφὶ σεμιδάλεως εἰς θυσίαν διαπαντὸς, τὸ ἥμισυ αὐτῆς τὸπρωῒ, καὶ τὸ ἥμισυ αὐτῆς τοδειλινόν.
3396	ΛΕΥΙΤΙΚΟΝ 10:4	Μισαδάη	Yes	No	No	μισαδαι	1.00	Yes	No	Yes	\vs{4}Καὶ ἐκάλεσε Μωυσῆς τὸν Μισαδάη, καὶ τὸν Ἐλισαφὰν, υἱοὺς Ὀζιὴλ, υἱοὺς τοῦ ἀδελφοῦ τοῦ πατρὸς Ἀαρὼν, καὶ εἶπεν αὐτοῖς, προσέλθατε καὶ ἄρατε τοὺς ἀδελφοὺς ὑμῶν ἐκ προσώπου τῶν ἁγίων ἔξω τῆς παρεμβολῆς.
3403	ΛΕΥΙΤΙΚΟΝ 10:10	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{10}διαστεῖλαι ἀναμέσον τῶν ἁγίων καὶ τῶν βεβήλων, καὶ ἀναμέσον τῶν ἀκαθάρτων καὶ τῶν καθαρῶν,
3403	ΛΕΥΙΤΙΚΟΝ 10:10	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{10}διαστεῖλαι ἀναμέσον τῶν ἁγίων καὶ τῶν βεβήλων, καὶ ἀναμέσον τῶν ἀκαθάρτων καὶ τῶν καθαρῶν,
3460	ΛΕΥΙΤΙΚΟΝ 11:42	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{42}Καὶ πᾶς ὁ πορευόμενος ἐπὶ κοιλίας, καὶ πᾶς ὁ πορευόμενος ἐπὶ τέσσαρα διαπαντός, ὃ πολυπληθεῖ ποσὶν ἐν πᾶσι τοῖς ἑρπετοῖς τοῖς ἕρπουσιν ἐπὶ τῆς γῆς, οὐ φάγεσθε αὐτὸ, ὅτι βδέλυγμα ὑμῖν ἐστι.
3465	ΛΕΥΙΤΙΚΟΝ 11:47	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{47}διαστεῖλαι ἀναμέσον τῶν ἀκαθάρτων καὶ ἀναμέσον τῶν καθαρῶν, καὶ ἀναμέσον τῶν ζωογονούντων τὰ ἐσθιόμενα καὶ ἀναμέσον τῶν ζωογονούντων τὰ μὴ ἐσθιόμενα.
3465	ΛΕΥΙΤΙΚΟΝ 11:47	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{47}διαστεῖλαι ἀναμέσον τῶν ἀκαθάρτων καὶ ἀναμέσον τῶν καθαρῶν, καὶ ἀναμέσον τῶν ζωογονούντων τὰ ἐσθιόμενα καὶ ἀναμέσον τῶν ζωογονούντων τὰ μὴ ἐσθιόμενα.
3465	ΛΕΥΙΤΙΚΟΝ 11:47	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{47}διαστεῖλαι ἀναμέσον τῶν ἀκαθάρτων καὶ ἀναμέσον τῶν καθαρῶν, καὶ ἀναμέσον τῶν ζωογονούντων τὰ ἐσθιόμενα καὶ ἀναμέσον τῶν ζωογονούντων τὰ μὴ ἐσθιόμενα.
3465	ΛΕΥΙΤΙΚΟΝ 11:47	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{47}διαστεῖλαι ἀναμέσον τῶν ἀκαθάρτων καὶ ἀναμέσον τῶν καθαρῶν, καὶ ἀναμέσον τῶν ζωογονούντων τὰ ἐσθιόμενα καὶ ἀναμέσον τῶν ζωογονούντων τὰ μὴ ἐσθιόμενα.
3483	ΛΕΥΙΤΙΚΟΝ 13:5	τοδεύτερον	No	Yes	No	τὸ δεύτερον	1.00	Yes	No	Yes	\vs{5}Καὶ ὄψεται ὁ ἱερεὺς τὴν ἁφὴν τῇ ἡμέρᾳ τῇ ἑβδόμῃ· καὶ ἰδοὺ ἡ ἁφὴ μένει ἐναντίον αὐτοῦ, οὐ μετέπεσεν ἡ ἁφὴ ἐν τῷ δέρματι, καὶ ἀφοριεῖ αὐτὸν ὁ ἱερεὺς ἑπτὰ ἡμέρας τοδεύτερον.
3484	ΛΕΥΙΤΙΚΟΝ 13:6	τοδεύτερον	No	Yes	No	τὸ δεύτερον	1.00	Yes	No	Yes	\vs{6}Καὶ ὄψεται ὁ ἱερεὺς αὐτὸν τῇ ἡμέρᾳ τῇ ἑβδόμῃ τοδεύτερον· καὶ ἰδοὺ ἀμαυρὰ ἡ ἁφή, οὐ μετέπεσεν ἡ ἁφὴ ἐν τῷ δέρματι· καὶ καθαριεῖ αὐτὸν ὁ ἱερεύς, σημασία γάρ ἐστι· καὶ πλυνάμενος τὰ ἱμάτια αὐτοῦ, καθαρὸς ἔσται.
3485	ΛΕΥΙΤΙΚΟΝ 13:7	τοδεύτερον	No	Yes	No	τὸ δεύτερον	1.00	Yes	No	Yes	\vs{7}Ἐὰν δὲ μεταβαλοῦσα μεταπέσῃ ἡ σημασία ἐν τῷ δέρματι, μετὰ τὸ ἰδεῖν αὐτὸν τὸν ἱερέα τοῦ καθαρίσαι αὐτόν, καὶ ὀφθήσεται τοδεύτερον τῷ ἱερεῖ.
3539	ΛΕΥΙΤΙΚΟΝ 13:54	τοδέυτερον	No	Yes	No	τὸ δεύτερον	1.00	Yes	No	Yes	\vs{54}Καὶ συντάξει ὁ ἱερεύς, καὶ πλυνεῖ ἐφʼ οὗ ἐὰν ᾖ ἐπʼ αὐτοῦ ἡ ἁφὴ, καὶ ἀφοριεῖ ὁ ἱερεὺς τὴν ἁφὴν ἑπτὰ ἡμέρας τοδέυτερον.
3808	ΛΕΥΙΤΙΚΟΝ 20:25	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{25}Καὶ ἀφοριεῖτε αὐτοὺς ἀναμέσον τῶν κτηνῶν τῶν καθαρῶν καὶ ἀναμέσον τῶν κτηνῶν τῶν ἀκαθάρτων, καὶ ἀναμέσον τῶν πετεινῶν τῶν καθαρῶν καὶ τῶν ἀκαθάρτων· καὶ οὐ βδελύξετε τὰς ψυχὰς ὑμῶν ἐν τοῖς κτήνεσι, καὶ ἐν τοῖς πετεινοῖς, καὶ ἐν πᾶσι τοῖς ἑρπετοῖς τῆς γῆς ἃ ἐγὼ ἀφώρισα ὑμῖν ἐν ἀκαθαρσίᾳ.
3808	ΛΕΥΙΤΙΚΟΝ 20:25	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{25}Καὶ ἀφοριεῖτε αὐτοὺς ἀναμέσον τῶν κτηνῶν τῶν καθαρῶν καὶ ἀναμέσον τῶν κτηνῶν τῶν ἀκαθάρτων, καὶ ἀναμέσον τῶν πετεινῶν τῶν καθαρῶν καὶ τῶν ἀκαθάρτων· καὶ οὐ βδελύξετε τὰς ψυχὰς ὑμῶν ἐν τοῖς κτήνεσι, καὶ ἐν τοῖς πετεινοῖς, καὶ ἐν πᾶσι τοῖς ἑρπετοῖς τῆς γῆς ἃ ἐγὼ ἀφώρισα ὑμῖν ἐν ἀκαθαρσίᾳ.
3808	ΛΕΥΙΤΙΚΟΝ 20:25	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{25}Καὶ ἀφοριεῖτε αὐτοὺς ἀναμέσον τῶν κτηνῶν τῶν καθαρῶν καὶ ἀναμέσον τῶν κτηνῶν τῶν ἀκαθάρτων, καὶ ἀναμέσον τῶν πετεινῶν τῶν καθαρῶν καὶ τῶν ἀκαθάρτων· καὶ οὐ βδελύξετε τὰς ψυχὰς ὑμῶν ἐν τοῖς κτήνεσι, καὶ ἐν τοῖς πετεινοῖς, καὶ ἐν πᾶσι τοῖς ἑρπετοῖς τῆς γῆς ἃ ἐγὼ ἀφώρισα ὑμῖν ἐν ἀκαθαρσίᾳ.
3872	ΛΕΥΙΤΙΚΟΝ 22:30	τοπρωΐ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{30}Αὐτῇ τῇ ἡμέρᾳ ἐκείνῃ βρωθήσεται· οὐκ ἀπολείψετε ἀπὸ τῶν κρεῶν εἰς τοπρωΐ· ἐγώ εἰμι Κύριος.
3883	ΛΕΥΙΤΙΚΟΝ 23:5	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{5}Ἐν τῷ πρώτῳ μηνὶ, ἐν τῇ τεσσαρεσκαιδεκάτῃ ἡμέρᾳ τοῦ μηνὸς, ἀναμέσον τῶν ἑσπερινῶν πάσχα τῷ Κυρίῳ.
3896	ΛΕΥΙΤΙΚΟΝ 23:17	πρωτογεννημάτων	No	Yes	No	πρωτογενημάτων	1.00	Yes	No	Yes	\vs{17}Ἀπὸ τῆς κατοικίας ὑμῶν προσοίσετε ἄρτους ἐπίθεμα, δύο ἄρτους· ἐκ δύο δεκάτων σεμιδάλεως ἔσονται, ἐζυμωμένοι πεφθήσονται πρωτογεννημάτων τῷ Κυρίῳ.
3898	ΛΕΥΙΤΙΚΟΝ 23:19	πρωτογεννήματος	No	Yes	No	πρωτογενήματος	1.00	Yes	No	Yes	\vs{19}Καὶ ποιήσουσι χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας, καὶ δύο ἀμνοὺς ἐνιαυσίους εἰς θυσίαν σωτηρίου μετὰ τῶν ἄρτων τοῦ πρωτογεννήματος.
3899	ΛΕΥΙΤΙΚΟΝ 23:20	πρωτογεννήματος	No	Yes	No	πρωτογενήματος	1.00	Yes	No	Yes	\vs{20}Καὶ ἐπιθήσει αὐτὰ ὁ ἱερεὺς μετὰ τῶν ἄρτων τοῦ πρωτογεννήματος ἐπίθεμα ἐναντίον Κυρίου μετὰ τῶν δύο ἀμνῶν, ἅγια ἔσονται τῷ Κυρίῳ· τῷ ἱερεῖ τῷ προσφέροντι αὐτὰ αὐτῷ ἔσται.
3930	ΛΕΥΙΤΙΚΟΝ 24:2	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{2}ἔντειλαι τοῖς υἱοῖς Ἰσραὴλ, καὶ λαβέτωσάν σοι ἔλαιον ἐλάϊνον καθαρὸν κεκομμένον εἰς φῶς, καῦσαι λύχνον διαπαντὸς,
3932	ΛΕΥΙΤΙΚΟΝ 24:4	τοπρωΐ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{4}Ἐπὶ τῆς λυχνίας τῆς καθαρᾶς καύσετε τοὺς λύχνους ἐναντίον Κυρίου ἕως εἰς τοπρωΐ.
