Line Number	Verse Reference	Word	Full Line
1116	ΓΕΝΕΣΙΣ 31:41	δεκατέσσαρα	\vs{41}Ταῦτά μοι εἴκοσι ἔτη ἐγώ εἰμι ἐν τῇ οἰκίᾳ σου· ἐδούλευσά σοι δεκατέσσαρα ἔτη ἀντὶ τῶν δύο θυγατέρων σου, καὶ ἓξ ἔτη ἐν τοῖς προβάτοις σου, καὶ παρελογίσω τὸν μισθόν μου δέκα ἀμνάσιν.
1156	ΓΕΝΕΣΙΣ 32:23	Ἰαβώχ	\vs{23}Ἀναστὰς δὲ τὴν νύκτα ἐκείνην, ἔλαβε τὰς δύο γυναῖκας, καὶ τὰς δύο παιδίσκας, καὶ τὰ ἕνδεκα παιδία αὐτοῦ, καὶ διέβη τὴν διάβασιν τοῦ Ἰαβώχ.
1164	ΓΕΝΕΣΙΣ 32:30	ἱνατί	\vs{30}Ἠρώτησε δὲ Ἰακὼβ, καὶ εἶπεν, ἀνάγγειλόν μοι τὸ ὄνομά σου· καὶ εἶπεν, ἱνατί τοῦτο ἐρωτᾷς σὺ τὸ ὄνομά μου; καὶ εὐλόγησεν αὐτὸν ἐκεῖ.
1184	ΓΕΝΕΣΙΣ 33:15	ἱνατί	\vs{15}Εἶπε δὲ Ἡσαῦ, καταλείψω μετὰ σοῦ ἀπὸ τοῦ λαοῦ τοῦ μετʼ ἐμοῦ· ὁ δὲ εἶπεν, ἱνατί τοῦτο; ἱκανὸν ὅτι εὗρον χάριν ἐναντίον σου, κύριε.
1188	ΓΕΝΕΣΙΣ 33:18	Σηκίμων	\vs{18}Καὶ ἦλθεν Ἰακὼβ εἰς Σαλὴμ, πόλιν Σηκίμων, ἥ ἐστιν ἐν γῇ Χαναὰν, ὅτε ἐπανῆλθεν ἐκ τῆς Μεσοποταμίας Συρίας· καὶ παρενέλαβε κατὰ πρόσωπον τῆς πόλεως.
1231	ΓΕΝΕΣΙΣ 35:4	Σηκίμοις	\vs{4}Καὶ ἔδωκαν τῷ Ἰακὼβ τοὺς θεοὺς τοὺς ἀλλοτρίους, οἳ ἦσαν ἐν ταῖς χερσὶν αὐτῶν, καὶ τὰ ἐνώτια τὰ ἐν τοῖς ὠσὶν αὐτῶν· καὶ κατέκρυψεν αὐτὰ Ἰακὼβ ὑπὸ τὴν τερέβινθον τὴν ἐν Σηκίμοις· καὶ ἀπώλεσεν αὐτὰ, ἕως τῆς σήμερον ἡμέρας.
1232	ΓΕΝΕΣΙΣ 35:5	Σηκίμων	\vs{5}Καὶ ἐξῇρεν Ἰσραὴλ ἐκ Σηκίμων· καὶ ἐγένετο φόβος Θεοῦ ἐπὶ τὰς πόλεις τὰς κύκλῳ αὐτῶν, καὶ οὐ κατεδίωξαν ὀπίσω τῶν υἱῶν Ἰσραήλ.
1236	ΓΕΝΕΣΙΣ 35:8	Δεβόῤῥα	\vs{8}Ἀπέθανε δὲ Δεβόῤῥα, ἡ τρόφος Ῥεβέκκας, καὶ ἐτάφη κατώτερον Βαιθὴλ ὑπὸ τὴν βάλανον· καὶ ἐκάλεσεν Ἰακὼβ τὸ ὄνομα αὐτῆς, βάλανος πένθους.
1263	ΓΕΝΕΣΙΣ 36:3	Βασεμὰθ	\vs{3}Καὶ τὴν Βασεμὰθ, θυγατέρα Ἰσμαὴλ, ἀδελφὴν Ναβαιώθ.
1264	ΓΕΝΕΣΙΣ 36:4	Βασεμὰθ	\vs{4}Ἔτεκε δὲ αὐτῷ Ἀδὰ τὸν Ἑλιφάς· καὶ Βασεμὰθ ἔτεκε τὸν Ῥαγουήλ.
1270	ΓΕΝΕΣΙΣ 36:10	Βασεμὰθ	\vs{10}Καὶ ταῦτα τὰ ὀνόματα τῶν υἱῶν Ἡσαῦ· Ἑλιφὰς υἱὸς Ἀδὰς γυναικὸς Ἡσαῦ· καὶ Ῥαγουὴλ υἱὸς Βασεμὰθ γυναικὸς Ἡσαῦ.
1271	ΓΕΝΕΣΙΣ 36:11	Γοθὼμ	\vs{11}Ἐγένοντο δὲ Ἑλιφὰς υἱοὶ, Θαιμὰν, Ὠμὰρ, Σωφὰρ, Γοθὼμ, καὶ Κενέζ.
1273	ΓΕΝΕΣΙΣ 36:13	Ναχὼθ	\vs{13}Οὗτοι δὲ υἱοὶ Ῥαγουὴλ, Ναχὼθ, Ζαρὲ, Σομὲ, καὶ Μοζέ· οὗτοι ἦσαν υἱοὶ Βασεμὰθ γυναικὸς Ἡσαῦ.
1273	ΓΕΝΕΣΙΣ 36:13	Βασεμὰθ	\vs{13}Οὗτοι δὲ υἱοὶ Ῥαγουὴλ, Ναχὼθ, Ζαρὲ, Σομὲ, καὶ Μοζέ· οὗτοι ἦσαν υἱοὶ Βασεμὰθ γυναικὸς Ἡσαῦ.
1276	ΓΕΝΕΣΙΣ 36:16	Γοθὼμ	\vs{16}ἡγεμὼν Κορὲ, ἡγεμὼν Γοθὼμ, ἡγεμὼν Ἀμαλήκ· οὗτοι ἡγεμόνες Ἑλιφὰς ἐν γῇ Ἰδουμαίᾳ· οὗτοι υἱοὶ Ἀδάς.
1277	ΓΕΝΕΣΙΣ 36:17	Ναχὼθ	\vs{17}Καὶ οὗτοι υἱοὶ Ῥαγουὴλ υἱοῦ Ἡσαῦ· ἡγεμὼν Ναχὼθ, ἡγεμὼν Ζαρὲ, ἡγεμὼν Σομὲ, ἡγεμὼν Μοζέ· οὗτοι ἡγεμόνες Ῥαγουὴλ ἐν γῇ Ἐδώμ· οὗτοι υἱοὶ Βασεμὰθ γυναικὸς Ἡσαῦ.
1277	ΓΕΝΕΣΙΣ 36:17	Βασεμὰθ	\vs{17}Καὶ οὗτοι υἱοὶ Ῥαγουὴλ υἱοῦ Ἡσαῦ· ἡγεμὼν Ναχὼθ, ἡγεμὼν Ζαρὲ, ἡγεμὼν Σομὲ, ἡγεμὼν Μοζέ· οὗτοι ἡγεμόνες Ῥαγουὴλ ἐν γῇ Ἐδώμ· οὗτοι υἱοὶ Βασεμὰθ γυναικὸς Ἡσαῦ.
1286	ΓΕΝΕΣΙΣ 36:26	Ἰθρὰν	\vs{26}Οὗτοι δὲ υἱοὶ Δησών· Ἀμαδὰ, καὶ Ἀσβὰν, καὶ Ἰθρὰν, καὶ Χαῤῥάν.
1287	ΓΕΝΕΣΙΣ 36:27	Ἰουκάμ	\vs{27}Οὗτοι δὲ υἱοὶ Ἀσάρ· Βαλαὰμ, καὶ Ζουκὰμ, καὶ Ἰουκάμ.
1295	ΓΕΝΕΣΙΣ 36:34	Ἀσὼμ	\vs{34}Ἀπέθανε δὲ Ἰωβὰβ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀσὼμ ἐκ τῆς γῆς Θαιμανών.
1296	ΓΕΝΕΣΙΣ 36:35	Ἀσὼμ	\vs{35}Ἀπέθανε δὲ Ἀσὼμ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀδὰδ υἱὸς Βαρὰδ ὁ ἐκκόψας Μαδιὰμ ἐν τῷ πεδίῳ Μωάβ· καὶ ὄνομα τῇ πόλει αὐτοῦ Γετθαίμ.
1296	ΓΕΝΕΣΙΣ 36:35	Γετθαίμ	\vs{35}Ἀπέθανε δὲ Ἀσὼμ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀδὰδ υἱὸς Βαρὰδ ὁ ἐκκόψας Μαδιὰμ ἐν τῷ πεδίῳ Μωάβ· καὶ ὄνομα τῇ πόλει αὐτοῦ Γετθαίμ.
1297	ΓΕΝΕΣΙΣ 36:36	Σαμαδὰ	\vs{36}Ἀπέθανε δὲ Ἀδὰδ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Σαμαδὰ ἐκ Μασσεκκάς.
1297	ΓΕΝΕΣΙΣ 36:36	Μασσεκκάς	\vs{36}Ἀπέθανε δὲ Ἀδὰδ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Σαμαδὰ ἐκ Μασσεκκάς.
1298	ΓΕΝΕΣΙΣ 36:37	Σαμαδὰ	\vs{37}Ἀπέθανε δὲ Σαμαδὰ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Σαοὺλ ἐκ Ῥοωβὼθ τῆς παρὰ ποταμόν.
1299	ΓΕΝΕΣΙΣ 36:38	Βαλλενὼν	\vs{38}Ἀπέθανε δὲ Σαοὺλ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Βαλλενὼν υἱὸς Ἀχοβώρ.
1300	ΓΕΝΕΣΙΣ 36:39	Βαλλενὼν	\vs{39}Ἀπέθανε δὲ Βαλλενὼν υἱὸς Ἀχοβὼρ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀρὰδ υἱὸς Βαράδ· καὶ ὄνομα τῇ πόλει αὐτοῦ Φογώρ· ὄνομα δὲ τῇ γυναικὶ αὐτοῦ Μετεβεὴλ, θυγάτηρ Ματραῒθ, υἱοῦ Μαιζοώβ.
1300	ΓΕΝΕΣΙΣ 36:39	Μαιζοώβ	\vs{39}Ἀπέθανε δὲ Βαλλενὼν υἱὸς Ἀχοβὼρ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀρὰδ υἱὸς Βαράδ· καὶ ὄνομα τῇ πόλει αὐτοῦ Φογώρ· ὄνομα δὲ τῇ γυναικὶ αὐτοῦ Μετεβεὴλ, θυγάτηρ Ματραῒθ, υἱοῦ Μαιζοώβ.
1304	ΓΕΝΕΣΙΣ 36:43	Μαγεδιὴλ	\vs{43}ἡγεμὼν Μαγεδιὴλ, ἡγεμὼν Ζαφωίν· οὗτοι ἡγεμόνες Ἐδὼμ, ἐν ταῖς κατῳκοδομημέναις ἐν τῇ γῇ τῆς κτήσεως αὐτῶν· οὗτος Ἡσαῦ πατὴρ Ἐδώμ.
1304	ΓΕΝΕΣΙΣ 36:43	Ζαφωίν	\vs{43}ἡγεμὼν Μαγεδιὴλ, ἡγεμὼν Ζαφωίν· οὗτοι ἡγεμόνες Ἐδὼμ, ἐν ταῖς κατῳκοδομημέναις ἐν τῇ γῇ τῆς κτήσεως αὐτῶν· οὗτος Ἡσαῦ πατὴρ Ἐδώμ.
1372	ΓΕΝΕΣΙΣ 38:25	οὕτινος	\vs{25}Αὐτὴ δὲ ἀγομένη ἀπέστειλε πρὸς τὸν πενθερὸν αὐτὴς, λέγουσα, ἐκ τοῦ ἀνθρώπου οὕτινος ταῦτά ἐστιν, ἐγὼ ἐν γαστρὶ ἔχω· καὶ εἶπεν, ἐπίγνωθι τίνος ὁ δακτύλιος, καὶ ὁ ὁρμίσκος καὶ ἡ ῥάβδος αὕτη.
1477	ΓΕΝΕΣΙΣ 41:45	Ἀσενὲθ	\vs{45}Καὶ ἐκάλεσε Φαραὼ τὸ ὄνομα Ἰωσὴφ, Ψονθομφανήχ· καὶ ἔδωκεν αὐτῷ τὴν Ἀσενὲθ θυγατέρα Πετεφρῆ ἱερέως Ἡλιουπόλεως αὐτῷ εἰς γυναῖκα.
1477	ΓΕΝΕΣΙΣ 41:45	Ἡλιουπόλεως	\vs{45}Καὶ ἐκάλεσε Φαραὼ τὸ ὄνομα Ἰωσὴφ, Ψονθομφανήχ· καὶ ἔδωκεν αὐτῷ τὴν Ἀσενὲθ θυγατέρα Πετεφρῆ ἱερέως Ἡλιουπόλεως αὐτῷ εἰς γυναῖκα.
1483	ΓΕΝΕΣΙΣ 41:50	Ἀσενὲθ	\vs{50}Τῷ δὲ Ἰωσὴφ ἐγένοντο υἱοὶ δύο πρὸ τοῦ ἐλθεῖν τὰ ἑπτὰ ἔτη τοῦ λιμοῦ, οὓς ἔτεκεν αὐτῷ Ἀσενὲθ ἡ θυγάτηρ Πετεφρῆ ἱερέως Ἡλιουπόλεως.
1483	ΓΕΝΕΣΙΣ 41:50	Ἡλιουπόλεως	\vs{50}Τῷ δὲ Ἰωσὴφ ἐγένοντο υἱοὶ δύο πρὸ τοῦ ἐλθεῖν τὰ ἑπτὰ ἔτη τοῦ λιμοῦ, οὓς ἔτεκεν αὐτῷ Ἀσενὲθ ἡ θυγάτηρ Πετεφρῆ ἱερέως Ἡλιουπόλεως.
1493	ΓΕΝΕΣΙΣ 42:1	ἱνατί	Ἰδὼν δὲ Ἰακὼβ ὅτι ἐστὶ πράσις ἐν Αἰγύπτῳ, εἶπε τοῖς υἱοῖς αὐτοῦ, ἱνατί ῥαθυμεῖτε;
1577	ΓΕΝΕΣΙΣ 44:5	Ἱνατί	\vs{5}Ἱνατί ἐκλέψατέ μου τὸ κόνδυ τὸ ἀργυροῦν; οὐ τοῦτό ἐστιν, ἐν ᾧ πίνει ὁ κύριός μου; αὐτὸς δὲ οἰωνισμῷ οἰωνίζεται ἐν αὐτῷ. πονηρὰ συντετελέκατε ἃ πεποιήκατε.
1579	ΓΕΝΕΣΙΣ 44:7	ἱνατί	\vs{7}Οἱ δὲ εἶπαν αὐτῷ, ἱνατί λαλεῖ ὁ κύριος κατὰ τὰ ῥήματα ταῦτα; μὴ γένοιτο τοῖς παισίν σου ποιῆσαι κατὰ τὸ ῥῆμα τοῦτο.
1649	ΓΕΝΕΣΙΣ 46:9	Φαλλὸς	\vs{9}γἱοὶ δὲ Ῥουβὴν, Ἑνὼχ, καὶ Φαλλὸς, Ἀσρὼν, καὶ Χαρμί.
1650	ΓΕΝΕΣΙΣ 46:10	Ἀχεὶν	\vs{10}Υἱοὶ δὲ Συμεὼν, Ἰεμουὴλ, καὶ Ἰαμεὶν, καὶ Ἀὼδ, καὶ Ἀχεὶν, καὶ Σαὰρ, καὶ Σαοὺλ υἱὸς τῆς Χανανίτιδος.
1653	ΓΕΝΕΣΙΣ 46:13	Ἀσοὺμ	\vs{13}Υἱοὶ δὲ Ἰσσάχαρ, Θωλὰ, καὶ Φουὰ, καὶ Ἀσοὺμ, καὶ Σαμβράν.
1653	ΓΕΝΕΣΙΣ 46:13	Σαμβράν	\vs{13}Υἱοὶ δὲ Ἰσσάχαρ, Θωλὰ, καὶ Φουὰ, καὶ Ἀσοὺμ, καὶ Σαμβράν.
1654	ΓΕΝΕΣΙΣ 46:14	Ἀχοήλ	\vs{14}Υἱοὶ δὲ Ζαβουλὼν, Σερὲδ, καὶ Ἀλλὼν, καὶ Ἀχοήλ.
1656	ΓΕΝΕΣΙΣ 46:16	Σαννὶς	\vs{16}Υἱοὶ δὲ Γάδ, Σαφὼν, καὶ Ἀγγὶς, καὶ Σαννὶς, καὶ Θασοβὰν, καὶ Ἀηδεὶς, καὶ Ἀροηδεὶς, καὶ Ἀρεηλείς.
1656	ΓΕΝΕΣΙΣ 46:16	Ἀηδεὶς	\vs{16}Υἱοὶ δὲ Γάδ, Σαφὼν, καὶ Ἀγγὶς, καὶ Σαννὶς, καὶ Θασοβὰν, καὶ Ἀηδεὶς, καὶ Ἀροηδεὶς, καὶ Ἀρεηλείς.
1656	ΓΕΝΕΣΙΣ 46:16	Ἀροηδεὶς	\vs{16}Υἱοὶ δὲ Γάδ, Σαφὼν, καὶ Ἀγγὶς, καὶ Σαννὶς, καὶ Θασοβὰν, καὶ Ἀηδεὶς, καὶ Ἀροηδεὶς, καὶ Ἀρεηλείς.
1656	ΓΕΝΕΣΙΣ 46:16	Ἀρεηλείς	\vs{16}Υἱοὶ δὲ Γάδ, Σαφὼν, καὶ Ἀγγὶς, καὶ Σαννὶς, καὶ Θασοβὰν, καὶ Ἀηδεὶς, καὶ Ἀροηδεὶς, καὶ Ἀρεηλείς.
1657	ΓΕΝΕΣΙΣ 46:17	Ἰεσσουὰ	\vs{17}Υἱοὶ δὲ Ἀσὴρ, Ἰεμνα, Ἰεσσουὰ, καὶ Ἰεοὺλ, καὶ βαριὰ, καὶ Σάρα ἀδελφὴ αὐτῶν. Υἱοὶ δὲ βαριὰ, Χοβὸρ, καὶ Μελχιΐλ.
1657	ΓΕΝΕΣΙΣ 46:17	Μελχιΐλ	\vs{17}Υἱοὶ δὲ Ἀσὴρ, Ἰεμνα, Ἰεσσουὰ, καὶ Ἰεοὺλ, καὶ βαριὰ, καὶ Σάρα ἀδελφὴ αὐτῶν. Υἱοὶ δὲ βαριὰ, Χοβὸρ, καὶ Μελχιΐλ.
1660	ΓΕΝΕΣΙΣ 46:20	Ἀσενὲθ	\vs{20}Ἐγένοντο δὲ υἱοὶ Ἰωσὴφ ἐν γῇ Αἰγύπτου, οὓς ἔτεκεν αὐτῷ Ἀσενὲθ θυγάτηρ Πετεφρῆ ἱερέως Ἡλιουπόλεως, τὸν Μανασσῆ, καὶ τὸν Ἐφραίμ· ἐγένοντο δὲ υἱοὶ Μανασσῆ, οὓς ἔτεκεν αὐτῷ ἡ παλλακὴ ἡ Σύρα, τὸν Μαχίρ· Μαχὶρ δὲ ἐγέννησε τὸν Γαλαάδ· υἱοὶ δὲ Ἐφραὶμ ἀδελφοῦ Μανασσῆ, Σουταλαὰμ, καὶ Ταάμ· υἱοὶ δὲ Σουταλαὰμ, Ἐδώμ.
1660	ΓΕΝΕΣΙΣ 46:20	Ἡλιουπόλεως	\vs{20}Ἐγένοντο δὲ υἱοὶ Ἰωσὴφ ἐν γῇ Αἰγύπτου, οὓς ἔτεκεν αὐτῷ Ἀσενὲθ θυγάτηρ Πετεφρῆ ἱερέως Ἡλιουπόλεως, τὸν Μανασσῆ, καὶ τὸν Ἐφραίμ· ἐγένοντο δὲ υἱοὶ Μανασσῆ, οὓς ἔτεκεν αὐτῷ ἡ παλλακὴ ἡ Σύρα, τὸν Μαχίρ· Μαχὶρ δὲ ἐγέννησε τὸν Γαλαάδ· υἱοὶ δὲ Ἐφραὶμ ἀδελφοῦ Μανασσῆ, Σουταλαὰμ, καὶ Ταάμ· υἱοὶ δὲ Σουταλαὰμ, Ἐδώμ.
1661	ΓΕΝΕΣΙΣ 46:21	Βοχὸρ	\vs{21}Υἱοὶ δὲ Βενιαμεὶν, Βαλὰ καὶ Βοχὸρ, καὶ Ἀσβήλ. Ἐγένοντο δὲ υἱοὶ Βαλὰ, Γηρὰ, καὶ Νοεμὰν, καὶ Ἀγχὶς, καὶ Ῥὼς, καὶ Μαμφίμ· Γηρὰ δὲ ἐγέννησε τὸν Ἀράδ.
1661	ΓΕΝΕΣΙΣ 46:21	Μαμφίμ	\vs{21}Υἱοὶ δὲ Βενιαμεὶν, Βαλὰ καὶ Βοχὸρ, καὶ Ἀσβήλ. Ἐγένοντο δὲ υἱοὶ Βαλὰ, Γηρὰ, καὶ Νοεμὰν, καὶ Ἀγχὶς, καὶ Ῥὼς, καὶ Μαμφίμ· Γηρὰ δὲ ἐγέννησε τὸν Ἀράδ.
1662	ΓΕΝΕΣΙΣ 46:22	δεκαοκτώ	\vs{22}Οὗτοι υἱοὶ Ῥαχὴλ, οὓς ἔτεκε τῷ Ἰακώβ· πᾶσαι αἱ ψυχαὶ δεκαοκτώ.
1664	ΓΕΝΕΣΙΣ 46:24	Σολλήμ	\vs{24}Καὶ υἱοὶ Νεφθαλὶ, Ἀσιὴλ, καὶ Γωνὶ, καὶ Ἰσσάαρ, καὶ Σολλήμ.
1666	ΓΕΝΕΣΙΣ 46:26	ἑξηκονταέξ	\vs{26}Πᾶσαι δὲ ψυχαὶ αἱ εἰσελθοῦσαι μετὰ Ἰακὼβ εἰς Αἴγυπτον, οἱ ἐξελθόντες ἐκ τῶν μηρῶν αὐτοῦ, χωρὶς τῶν γυναικῶν υἱῶν Ἰακὼβ, πᾶσαι αἱ ψυχαὶ, ἑξηκονταέξ·
1667	ΓΕΝΕΣΙΣ 46:27	ἑβδομηκονταπέντε	\vs{27}Υἱοὶ δὲ Ἰωσὴφ οἱ γενόμενοι αὐτῷ ἐν γῇ Αἰγύπτῳ, ψυχαὶ ἐννέα. Πᾶσαι ψυχαὶ οἴκου Ἰακὼβ, αἱ εἰσελθοῦσαι μετὰ Ἰακὼβ εἰς Αἴγυπτον, ψυχαὶ ἑβδομηκονταπέντε.
1694	ΓΕΝΕΣΙΣ 47:15	ἱνατί	\vs{15}Καὶ ἐξέλιπε πᾶν τὸ ἀργύριον ἐκ γῆς Αἰγύπτου καὶ ἐκ γῆς Χαναάν· ἦλθον δὲ πάντες οἱ Αἰγύπτιοι πρὸς Ἰωσὴφ, λέγοντες, δὸς ἡμῖν ἄρτους, καὶ ἱνατί ἀποθνήσκομεν ἐναντίον σου; ἐκλέλοιπε γὰρ τὸ ἀργύριον ἡμῶν.
1708	ΓΕΝΕΣΙΣ 47:28	δεκαεπτὰ	\vs{28}Ἐπέζησε δὲ Ἰακὼβ ἐν γῇ Αἰγύπτῳ δεκαεπτὰ ἔτη· καὶ ἐγένοντο αἱ ἡμέραι Ἰακὼβ ἐνιαυτῶν τῆς ζωῆς αὐτοῦ ἑκατὸν τεσσαρακονταεπτὰ ἔτη.
1708	ΓΕΝΕΣΙΣ 47:28	τεσσαρακονταεπτὰ	\vs{28}Ἐπέζησε δὲ Ἰακὼβ ἐν γῇ Αἰγύπτῳ δεκαεπτὰ ἔτη· καὶ ἐγένοντο αἱ ἡμέραι Ἰακὼβ ἐνιαυτῶν τῆς ζωῆς αὐτοῦ ἑκατὸν τεσσαρακονταεπτὰ ἔτη.
1828	ΕΞΟΔΟΣ 1:20	σφόδπα	\vs{20}Εὖ δὲ ἐποίει ὁ Θεὸς ταῖς μαίαις· καὶ ἐπλήθυνεν ὁ λαὸς, καὶ ἴσχυε σφόδπα.
1854	ΕΞΟΔΟΣ 2:20	ἱνατί	\vs{20}Ὁ δὲ εἶπε ταῖς θυγατράσιν αὐτοῦ, καὶ ποῦ ἐστιν; καὶ ἱνατί καταλελοίπατε τὸν ἄνθρωπον; καλέσατε οὖν αὐτὸν, ὅπως φάγῃ ἄρτον.
1924	ΕΞΟΔΟΣ 5:4	ἱνατί	\vs{4}Καὶ εἶπεν αὐτοῖς ὁ βασιλεὺς Αἰγύπτου, ἱνατί Μωυσῆς καὶ Ἀαρών διαστρέφετε τὸν λαὸν ἀπὸ τῶν ἔργων; ἀπέλθατε ἕκαστος ὑμῶν πρὸς τὰ ἔργα αὐτοῦ.
1936	ΕΞΟΔΟΣ 5:15	ἱνατί	\vs{15}Εἰσελθόντες δὲ οἱ γραμματεῖς τῶν υἱῶν Ἰσραὴλ κατεβόησαν πρὸς Φαραὼ, λέγοντες, ἱνατί σὺ οὕτως ποιεῖς τοῖς σοῖς οἰκέταις;
1943	ΕΞΟΔΟΣ 5:22	ἱνατί	\vs{22}Ἐπέστρεψε δὲ Μωυσῆς πρὸς Κύριον, καὶ εἶπε, δέομαι, Κύριε· τί ἐκάκωσας τὸν λαὸν τοῦτον; καὶ ἱνατί ἀπέσταλκάς με;
1962	ΕΞΟΔΟΣ 6:15	Ἰαμεὶμ	\vs{15}Καὶ υἱοὶ Συμεών· Ἰεμουὴλ, καὶ Ἰαμεὶμ, καὶ Ἀὼδ, καὶ Ἰαχεὶν, καὶ Σαὰρ, καὶ Σαοὺλ ὁ ἐκ τῆς Φοινίσσης· αὗται αἱ πατριαὶ τῶν υἱῶν Συμεών.
1986	ΕΞΟΔΟΣ 7:7	ὀγδοήκοντατριῶν	\vs{7}Μωυσῆς δὲ ἦν ἐτῶν ὀγδοήκοντα, Ἀαρὼν δὲ ὁ ἀδελφὸς αὐτοῦ ἐτῶν ὀγδοήκοντατριῶν, ἡνίκα ἐλάλησεν πρὸς Φαραώ.
2125	ΕΞΟΔΟΣ 12:1	Μευσῆν	Εἶπε δὲ Κύριος πρὸς Μευσῆν καὶ Ἀαρὼν ἐν γῇ Αἰγύπτου, λέγων,
2204	ΕΞΟΔΟΣ 13:20	Ὀθὼμ	\vs{20}Ἐξάραντες δὲ οἱ υἱοὶ Ἰσραὴλ ἐκ Σοκχὼθ, ἐστρατοπέδευσαν ἐν Ὀθὼμ παρὰ τὴν ἔρημον.
2229	ΕΞΟΔΟΣ 14:20	Αἰγυπίων	\vs{20}Καὶ εἰσῆλθεν ἀνὰ μέσον τῆς παρεμβολῆς τῶν Αἰγυπτίων, καὶ ἀνὰ μέσον τῆς παρεμβολῆς τῶν Αἰγυπίων, καὶ ἀνὰ μέσον τῆς παρεμβολῆς Ἰσραὴλ, καὶ ἔστη· καὶ ἐγένετο σκότος καὶ γνόφος· καὶ διῆλθεν ἡ νύξ· καὶ οὐ συνέμιξαν ἀλλήλοις ὅλην τὴν νύκτα.
2316	ΕΞΟΔΟΣ 17:3	ἱνατί	\vs{3}Ἐδίψησε δὲ ἐκεῖ ὁ λαὸς ὕδατι· καὶ διεγόγγυσεν ἐκεῖ ὁ λαὸς πρὸς Μωυσῆν, λέγοντες, ἱνατί τοῦτο; ἀνεβίβασας ἡμᾶς ἐξ Αἰγύπτου ἀποκτεῖναι ἡμᾶς καὶ τὰ τέκνα ἡμῶν καὶ τὰ κτήνη τῷ δίψει;
2513	ΕΞΟΔΟΣ 23:16	πρωτογεννημάτων	\vs{16}Καὶ ἑορτὴν θερισμοῦ πρωτογεννημάτων ποιήσεις τῶν ἔργων σου, ὧν ἐὰν σπείρῃς ἐν τῷ ἀγρῷ σου, καὶ ἑορτὴν συντελείας ἐπʼ ἐξόδου τοῦ ἐνιαυτοῦ ἐν τῇ συναγωγῇ τῶν ἔργων σου τῶν ἐκ τοῦ ἀγροῦ σου.
2563	ΕΞΟΔΟΣ 25:10	πήχεως	\vs{10}Καὶ ποιήσεις κιβωτὸν μαρτυρίου ἐκ ξύλων ἀσήπτων, δύο πήχεων καὶ ἡμίσους τὸ μῆκος, καὶ πήχεος καὶ ἡμίσους τὸ πλάτος, καὶ πήχεως καὶ ἡμίσους τὸ ὕψος.
2570	ΕΞΟΔΟΣ 25:17	πήχεως	\vs{17}Καὶ ποιήσεις ἱλαστήριον ἐπίθεμα χρυσίου καθαροῦ, δύο πήχεων καὶ ἡμίσους τὸ μῆκος, καὶ πήχεως καὶ ἡμίσους τὸ πλάτος.
2576	ΕΞΟΔΟΣ 25:23	πήχεως	\vs{23}Καὶ ποιήσεις τράπεζαν χρυσῆν χρυσίου καθαροῦ, δύο πήχεων τὸ μῆκος, καὶ πήχεως τὸ εὖρος, καὶ πήχεως καὶ ἡμίσους τὸ ὕψος.
2576	ΕΞΟΔΟΣ 25:23	πήχεως	\vs{23}Καὶ ποιήσεις τράπεζαν χρυσῆν χρυσίου καθαροῦ, δύο πήχεων τὸ μῆκος, καὶ πήχεως τὸ εὖρος, καὶ πήχεως καὶ ἡμίσους τὸ ὕψος.
2584	ΕΞΟΔΟΣ 25:30	διαπαντός	\vs{30}Καὶ ἐπιθήσεις ἐπὶ τὴν τράπεζαν ἄρτους ἐνωπίους ἐναντίον μου διαπαντός.
